logical_group_id,partition,test_domain,class_index,class_name,support,precision,recall,f1
ablation_channels__size_timing__cnn1d,combined,outer,9,SoftwareUpdate,737,0.809638554216867,0.911804613297151,0.857689853222719
ablation_channels__size_timing__cnn1d,combined,outer,10,System,1230,0.850590687977762,0.995121951219512,0.917197452229299
ablation_channels__size_timing__cnn1d,combined,outer,11,Unspecified,5680,0.95922598479613,0.977464788732394,0.968259504708755
ablation_channels__size_timing__cnn1d,combined,outer,12,VoIP,1569,0.575906344410876,0.97195666029318,0.723262983163386
ablation_channels__size_timing__cnn1d,combined,outer,13,Web,110690,0.9924188580905,0.946110759779565,0.968711699003307
ablation_channels__size_timing__transformer,combined,inner,0,Chat,3985,0.664687893506026,0.927227101631117,0.77430846605197
ablation_channels__size_timing__transformer,combined,inner,1,Cloud,5778,0.845615103532278,0.961232260297681,0.899724607160214
ablation_channels__size_timing__transformer,combined,inner,2,Collaborative,6632,0.462164423150049,0.916314837153197,0.614427986451646
ablation_channels__size_timing__transformer,combined,inner,3,ConnCheck,281,0.73224043715847,0.953736654804271,0.828438948995363
ablation_channels__size_timing__transformer,combined,inner,4,Database,327,0.904624277456647,0.957186544342508,0.930163447251114
ablation_channels__size_timing__transformer,combined,inner,5,Download,651,0.464006259780908,0.910906298003072,0.614826334888543
ablation_channels__size_timing__transformer,combined,inner,6,Email,391,0.782426778242678,0.956521739130435,0.860759493670886
ablation_channels__size_timing__transformer,combined,inner,7,Network,84447,0.99935235490951,0.986713559984369,0.992992742483286
ablation_channels__size_timing__transformer,combined,inner,8,SocialNetwork,3883,0.860402078156765,0.980942570177698,0.916726835138387
ablation_channels__size_timing__transformer,combined,inner,9,SoftwareUpdate,737,0.61524500907441,0.919945725915875,0.737357259380098
ablation_channels__size_timing__transformer,combined,inner,10,System,1230,0.889290882778582,0.999186991869919,0.94104134762634
ablation_channels__size_timing__transformer,combined,inner,11,Unspecified,5680,0.938578680203046,0.976584507042254,0.957204486626402
ablation_channels__size_timing__transformer,combined,inner,12,VoIP,1569,0.56004447739066,0.963033779477374,0.708225919850012
ablation_channels__size_timing__transformer,combined,inner,13,Web,110690,0.993275725368581,0.894109675670792,0.941087534291515
ablation_channels__size_timing__transformer,combined,outer,0,Chat,3985,0.666064257028112,0.83237139272271,0.739988845510318
ablation_channels__size_timing__transformer,combined,outer,1,Cloud,5778,0.744230247081184,0.94877120110765,0.834144856968959
ablation_channels__size_timing__transformer,combined,outer,2,Collaborative,6632,0.638058252427185,0.743214716525935,0.68663369784774
ablation_channels__size_timing__transformer,combined,outer,3,ConnCheck,281,0.449557522123894,0.903914590747331,0.600472813238771
ablation_channels__size_timing__transformer,combined,outer,4,Database,327,0.884180790960452,0.957186544342508,0.919236417033774
ablation_channels__size_timing__transformer,combined,outer,5,Download,651,0.63677811550152,0.643625192012289,0.640183346065699
ablation_channels__size_timing__transformer,combined,outer,6,Email,391,0.326530612244898,0.941176470588235,0.484848484848485
ablation_channels__size_timing__transformer,combined,outer,7,Network,84447,0.998837392367965,0.976671758617831,0.987630223925278
ablation_channels__size_timing__transformer,combined,outer,8,SocialNetwork,3883,0.812151137827394,0.974246716456348,0.885844748858447
ablation_channels__size_timing__transformer,combined,outer,9,SoftwareUpdate,737,0.764492753623188,0.572591587516961,0.654771140418929
ablation_channels__size_timing__transformer,combined,outer,10,System,1230,0.710815500289184,0.999186991869919,0.830686042581953
ablation_channels__size_timing__transformer,combined,outer,11,Unspecified,5680,0.891891891891892,0.894718309859155,0.893302865178415
ablation_channels__size_timing__transformer,combined,outer,12,VoIP,1569,0.376440460947503,0.936902485659656,0.537084398976982
ablation_channels__size_timing__transformer,combined,outer,13,Web,110690,0.983111570920865,0.927165958984551,0.954319535430838
ablation_prefix__n010__cnn1d,combined,inner,0,Chat,3985,0.743029087261785,0.929485570890841,0.825863991081382
ablation_prefix__n010__cnn1d,combined,inner,1,Cloud,5778,0.828397873955961,0.944098303911388,0.882471891935614
ablation_prefix__n010__cnn1d,combined,inner,2,Collaborative,6632,0.464201352121854,0.859318455971049,0.602781744143001
ablation_prefix__n010__cnn1d,combined,inner,3,ConnCheck,281,0.45362563237774,0.95729537366548,0.615560640732265
ablation_prefix__n010__cnn1d,combined,inner,4,Database,327,0.871508379888268,0.954128440366973,0.910948905109489
ablation_prefix__n010__cnn1d,combined,inner,5,Download,651,0.486910994764398,0.857142857142857,0.621035058430718
ablation_prefix__n010__cnn1d,combined,inner,6,Email,391,0.6875,0.956521739130435,0.8
ablation_prefix__n010__cnn1d,combined,inner,7,Network,84447,0.999307917188712,0.991710777173849,0.995494852958657
ablation_prefix__n010__cnn1d,combined,inner,8,SocialNetwork,3883,0.875259395895781,0.977594643317023,0.92360097323601
ablation_prefix__n010__cnn1d,combined,inner,9,SoftwareUpdate,737,0.43150231634679,0.884667571234735,0.580071174377224
ablation_prefix__n010__cnn1d,combined,inner,10,System,1230,0.903874813710879,0.986178861788618,0.943234836702955
ablation_prefix__n010__cnn1d,combined,inner,11,Unspecified,5680,0.964621819449285,0.974471830985915,0.969521807672097
ablation_prefix__n010__cnn1d,combined,inner,12,VoIP,1569,0.68278355173972,0.963033779477374,0.799048122686409
ablation_prefix__n010__cnn1d,combined,inner,13,Web,110690,0.991561474312572,0.903387839913271,0.945423259287973
ablation_prefix__n010__cnn1d,combined,outer,0,Chat,3985,0.736230723012217,0.922459222082811,0.818890621519269
ablation_prefix__n010__cnn1d,combined,outer,1,Cloud,5778,0.741351568785197,0.956905503634476,0.835448776065277
ablation_prefix__n010__cnn1d,combined,outer,2,Collaborative,6632,0.536323639875523,0.753618817852835,0.626669174346436
ablation_prefix__n010__cnn1d,combined,outer,3,ConnCheck,281,0.40763358778626,0.950177935943061,0.57051282051282
ablation_prefix__n010__cnn1d,combined,outer,4,Database,327,0.904347826086957,0.954128440366973,0.928571428571429
ablation_prefix__n010__cnn1d,combined,outer,5,Download,651,0.545454545454545,0.80184331797235,0.649253731343284
ablation_prefix__n010__cnn1d,combined,outer,6,Email,391,0.703007518796993,0.956521739130435,0.810400866738895
ablation_prefix__n010__cnn1d,combined,outer,7,Network,84447,0.999317160826595,0.987814842445558,0.993532711616107
ablation_prefix__n010__cnn1d,combined,outer,8,SocialNetwork,3883,0.852842057964502,0.977594643317023,0.91096712263019
ablation_prefix__n010__cnn1d,combined,outer,9,SoftwareUpdate,737,0.442766295707472,0.755766621438263,0.558395989974937
ablation_prefix__n010__cnn1d,combined,outer,10,System,1230,0.845885634588563,0.986178861788618,0.910660660660661
ablation_prefix__n010__cnn1d,combined,outer,11,Unspecified,5680,0.963576158940397,0.973415492957746,0.968470835522859
ablation_prefix__n010__cnn1d,combined,outer,12,VoIP,1569,0.579510703363914,0.966220522625876,0.724492234169653
ablation_prefix__n010__cnn1d,combined,outer,13,Web,110690,0.989131489568171,0.920860059625982,0.953775615233461
ablation_prefix__n010__transformer,combined,inner,0,Chat,3985,0.609632873021219,0.90840652446675,0.729618059054721
ablation_prefix__n010__transformer,combined,inner,1,Cloud,5778,0.82076199290452,0.920906888196608,0.867955305440013
ablation_prefix__n010__transformer,combined,inner,2,Collaborative,6632,0.407104795737123,0.863992762364294,0.55343603612305
ablation_prefix__n010__transformer,combined,inner,3,ConnCheck,281,0.613953488372093,0.939501779359431,0.742616033755274
ablation_prefix__n010__transformer,combined,inner,4,Database,327,0.690265486725664,0.954128440366973,0.801026957637997
ablation_prefix__n010__transformer,combined,inner,5,Download,651,0.366602687140115,0.880184331797235,0.517615176151762
ablation_prefix__n010__transformer,combined,inner,6,Email,391,0.429545454545455,0.966751918158568,0.594807238394965
ablation_prefix__n010__transformer,combined,inner,7,Network,84447,0.999253794215702,0.983161035916018,0.99114209652966
ablation_prefix__n010__transformer,combined,inner,8,SocialNetwork,3883,0.830583058305831,0.972186453772856,0.895823445657333
ablation_prefix__n010__transformer,combined,inner,9,SoftwareUpdate,737,0.415455746367239,0.853459972862958,0.558862727676588
ablation_prefix__n010__transformer,combined,inner,10,System,1230,0.883201153568854,0.995934959349594,0.936186473060757
ablation_prefix__n010__transformer,combined,inner,11,Unspecified,5680,0.940965092402464,0.968133802816901,0.954356126345019
ablation_prefix__n010__transformer,combined,inner,12,VoIP,1569,0.538570920725204,0.965583173996176,0.69146508443633
ablation_prefix__n010__transformer,combined,inner,13,Web,110690,0.992289503444022,0.871984822477189,0.928255433737257
ablation_prefix__n010__transformer,combined,outer,0,Chat,3985,0.646609538002981,0.871016311166876,0.742221747033038
ablation_prefix__n010__transformer,combined,outer,1,Cloud,5778,0.765576894883448,0.903772931810315,0.828954678942773
ablation_prefix__n010__transformer,combined,outer,2,Collaborative,6632,0.571463090491724,0.713208685162847,0.634516064122342
ablation_prefix__n010__transformer,combined,outer,3,ConnCheck,281,0.324561403508772,0.921708185053381,0.480074142724745
ablation_prefix__n010__transformer,combined,outer,4,Database,327,0.702702702702703,0.954128440366973,0.809338521400778
ablation_prefix__n010__transformer,combined,outer,5,Download,651,0.532967032967033,0.596006144393241,0.562726613488035
ablation_prefix__n010__transformer,combined,outer,6,Email,391,0.253094910591472,0.941176470588235,0.398915989159892
ablation_prefix__n010__transformer,combined,outer,7,Network,84447,0.998590145603928,0.972941608346063,0.985599040335882
ablation_prefix__n010__transformer,combined,outer,8,SocialNetwork,3883,0.815612089584692,0.96600566572238,0.884461211978307
ablation_prefix__n010__transformer,combined,outer,9,SoftwareUpdate,737,0.289080911233307,0.49932157394844,0.366169154228856
ablation_prefix__n010__transformer,combined,outer,10,System,1230,0.777142857142857,0.995121951219512,0.872727272727273
ablation_prefix__n010__transformer,combined,outer,11,Unspecified,5680,0.888268156424581,0.895774647887324,0.892005610098177
ablation_prefix__n010__transformer,combined,outer,12,VoIP,1569,0.393545028630921,0.963671128107075,0.558861578266494
ablation_prefix__n010__transformer,combined,outer,13,Web,110690,0.98504306665632,0.917463185472942,0.950052856594913
ablation_prefix__n020__cnn1d,combined,inner,0,Chat,3985,0.829986905281536,0.954328732747804,0.887825376444496
ablation_prefix__n020__cnn1d,combined,inner,1,Cloud,5778,0.879120879120879,0.983039113880235,0.928180406895988
ablation_prefix__n020__cnn1d,combined,inner,2,Collaborative,6632,0.550536871062206,0.93546441495778,0.693145634322105
ablation_prefix__n020__cnn1d,combined,inner,3,ConnCheck,281,0.741046831955923,0.95729537366548,0.835403726708075
ablation_prefix__n020__cnn1d,combined,inner,4,Database,327,0.877777777777778,0.966360856269113,0.919941775836972
ablation_prefix__n020__cnn1d,combined,inner,5,Download,651,0.639956092206367,0.895545314900154,0.746478873239437
ablation_prefix__n020__cnn1d,combined,inner,6,Email,391,0.776859504132231,0.961636828644501,0.859428571428571
ablation_prefix__n020__cnn1d,combined,inner,7,Network,84447,0.999464151752224,0.993925183843121,0.996686972320188
ablation_prefix__n020__cnn1d,combined,inner,8,SocialNetwork,3883,0.973234769309202,0.983260365696626,0.978221880604663
ablation_prefix__n020__cnn1d,combined,inner,9,SoftwareUpdate,737,0.816229116945107,0.9280868385346,0.868571428571429
ablation_prefix__n020__cnn1d,combined,inner,10,System,1230,0.916041979010495,0.99349593495935,0.953198127925117
ablation_prefix__n020__cnn1d,combined,inner,11,Unspecified,5680,0.973923696184809,0.979753521126761,0.9768299104792
ablation_prefix__n020__cnn1d,combined,inner,12,VoIP,1569,0.798947368421053,0.967495219885277,0.875180167195157
ablation_prefix__n020__cnn1d,combined,inner,13,Web,110690,0.994306999606386,0.935676212846689,0.964101036522646
ablation_prefix__n020__cnn1d,combined,outer,0,Chat,3985,0.830308331511043,0.952823086574655,0.887356859079224
ablation_prefix__n020__cnn1d,combined,outer,1,Cloud,5778,0.864326952294135,0.984596746278989,0.920550161812298
ablation_prefix__n020__cnn1d,combined,outer,2,Collaborative,6632,0.57442230330246,0.925814234016888,0.708965995034929
ablation_prefix__n020__cnn1d,combined,outer,3,ConnCheck,281,0.669975186104218,0.96085409252669,0.789473684210526
ablation_prefix__n020__cnn1d,combined,outer,4,Database,327,0.902857142857143,0.966360856269113,0.933530280649926
ablation_prefix__n020__cnn1d,combined,outer,5,Download,651,0.684334511189635,0.89247311827957,0.774666666666667
ablation_prefix__n020__cnn1d,combined,outer,6,Email,391,0.78705636743215,0.964194373401535,0.866666666666667
ablation_prefix__n020__cnn1d,combined,outer,7,Network,84447,0.999427480916031,0.992243655784101,0.995822612560685
ablation_prefix__n020__cnn1d,combined,outer,8,SocialNetwork,3883,0.968543886352106,0.983260365696626,0.975846645367412
ablation_prefix__n020__cnn1d,combined,outer,9,SoftwareUpdate,737,0.820606060606061,0.918588873812754,0.866837387964149
ablation_prefix__n020__cnn1d,combined,outer,10,System,1230,0.879769618430526,0.99349593495935,0.933180603283696
ablation_prefix__n020__cnn1d,combined,outer,11,Unspecified,5680,0.972367960825463,0.97887323943662,0.975609756097561
ablation_prefix__n020__cnn1d,combined,outer,12,VoIP,1569,0.726099426386233,0.968132568514978,0.829827915869981
ablation_prefix__n020__cnn1d,combined,outer,13,Web,110690,0.994002869440459,0.938865299485048,0.965647649135848
ablation_prefix__n020__transformer,combined,inner,0,Chat,3985,0.672904054301963,0.920451693851945,0.777448071216617
ablation_prefix__n020__transformer,combined,inner,1,Cloud,5778,0.817827130852341,0.943232952578747,0.876064941327761
